INDEX,targetlat,targetlon,GPSINDEX,GPS_TIME,Date_time,DATE_only,Source,RE_SIGHTING,RESIGHTING_no,SPECIES,groupid,RADIALDIST,ESTIMATEDA,ASPECTVALU,THEO,BINOC,photoid,LOWNUMBER,BESTNUMBER,HIGHNUMBER,CALVES,CUE,BEHAVIOUR,COMMENT,DATE,BUTTONREF,vardir,#_SUB_GR,#_ANIMAL,SPAC,CALF_ASSOC,LINE,SYN,MIL,DIST,BR,SH,LOG,TS,IC,TORPEDO,FLUKES,HB,PAIRED,RESIGHTING,TIME,year,vessel,focal_follow,interval,SEA_Land_no,,,,
181,38.564703,-27.320515,758592,7/10/15 14:23,7/10/15 14:23,7/10/15,sea,sighting,553,Gg,,45,30,110,0,0,-1,9,11,13,0,BY    ,SO    ,animals of group 550 and 551; start trackiong; staRT acoustic                                        ,7/10/15 14:23,4737,0,,,,,,,0,,,,,,,,,,,,14:23:16,2015,orion,,,,,,,
533,38.560535,-27.317445,759109,7/10/15 14:32,7/10/15 14:32,7/10/15,sea,resighting,553,Gg,,40,60,130,0,-1,0,8,8,9,0,,ST    ,"7B WHITEADLTS, ONE DARK                                                                              ",7/10/15 14:32,4738,0,3,16,1,0,1,2,0,40,,,,,,,,,0,6096,14:32:01,2015,orion,,,,,,,
534,38.558974,-27.316051,759331,7/10/15 14:35,7/10/15 14:35,7/10/15,sea,resighting,553,Gg,,35,60,160,0,-1,0,,8,,0,,,"7B WHITE plus 1 dark, 2 mc pais in two seperate4 subgr closeby                                       ",7/10/15 14:35,4739,0,3,13,1,0,2,0,0,40,0,,,,,,,,0,6097,14:35:47,2015,orion,,,,,,,
535,38.557732,-27.315117,759484,7/10/15 14:38,7/10/15 14:38,7/10/15,sea,resighting,553,Gg,,35,110,160,0,-1,0,,8,,0,,,,7/10/15 14:38,4740,0,3,13,1,0,2,1,0,45,,,,,1,,,,-1,6098,14:38:22,2015,orion,,,,,,,
536,38.556885,-27.314261,759671,7/10/15 14:41,7/10/15 14:41,7/10/15,sea,resighting,553,Gg,,35,340,250,0,-1,0,,8,,0,,ST    ,,7/10/15 14:41,4741,0,3,13,1,0,0,2,0,100,0,,,,,,,,0,6099,14:41:32,2015,orion,,,,,,,
537,38.554372,-27.31527,759941,7/10/15 14:46,7/10/15 14:46,7/10/15,sea,resighting,553,Gg,,80,220,130,0,-1,0,,8,,0,,,passing sunfish                                                                                      ,7/10/15 14:46,4742,0,3,15,1,0,0,1,0,50,,,,,,,,5,0,6100,14:46:32,2015,orion,,,,,,,
538,38.551479,-27.315112,760264,7/10/15 14:51,7/10/15 14:52,7/10/15,sea,resighting,553,Gg,,70,240,180,0,-1,0,,13,,0,,, wit 1 donker 2x mc                                                                                  ,7/10/15 14:52,4743,0,1,13,2,0,0,0,0,400,0,,,,,,,,0,6101,14:52:00,2015,orion,,,,,,,
539,38.547788,-27.314519,760640,7/10/15 14:58,7/10/15 14:58,7/10/15,sea,resighting,553,Gg,,55,280,180,0,-1,0,,12,,0,,,"7 white 1 dark, 2 mc both  dark subg in front 551 3x mc pairs seen before                            ",7/10/15 14:58,4744,0,1,12,1,0,2,0,0,400,0,,,,,,,,0,6102,14:58:23,2015,orion,,,,,,,
540,38.545705,-27.314525,760829,7/10/15 15:01,7/10/15 15:01,7/10/15,sea,resighting,553,Gg,,55,270,180,0,-1,0,,10,,0,,,distance to second mc pair                                                                           ,7/10/15 15:01,4745,0,2,12,1,0,0,0,0,100,0,,,,,,,,-1,6103,15:01:36,2015,orion,,,,,,,
541,38.543486,-27.31431,761032,7/10/15 15:05,7/10/15 15:05,7/10/15,sea,resighting,553,Gg,,65,2401,180,0,-1,0,,10,,0,,ST    ,1 x headbang in sbgr                                                                                 ,7/10/15 15:05,4746,0,3,13,2,0,0,0,0,60,0,,,,,,,,0,6104,15:05:04,2015,orion,,,,,,,
542,38.54094,-27.314585,761256,7/10/15 15:08,7/10/15 15:08,7/10/15,sea,resighting,553,Gg,,75,250,200,0,-1,0,,10,,0,,,"5x headb in subgr, heavy pm acoustics                                                                ",7/10/15 15:08,4747,0,3,13,1,0,0,0,0,50,0,,,,,,,,0,6105,15:08:53,2015,orion,,,,,,,
543,38.538413,-27.31534,761474,7/10/15 15:12,7/10/15 15:12,7/10/15,sea,resighting,553,Gg,,80,300,180,0,-1,0,,11,,0,,,group 550 80m in front                                                                               ,7/10/15 15:12,4748,0,4,21,1,0,0,0,0,40,0,,,,,,,,0,6106,15:12:34,2015,orion,,,,,,,
544,38.535383,-27.317101,761803,7/10/15 15:18,7/10/15 15:18,7/10/15,sea,resighting,553,Gg,,65,285,200,0,-1,0,,12,,0,,NT    ,calves present vanaf het beging van de fc follow                                                     ,7/10/15 15:18,4749,0,3,19,1,0,0,1,0,60,0,,,,,,,,0,6107,15:18:09,2015,orion,,,,,,,
545,38.533723,-27.319751,762024,7/10/15 15:21,7/10/15 15:21,7/10/15,sea,resighting,553,Gg,,50,300,230,0,-1,0,,12,,-1,,,,7/10/15 15:21,4750,0,3,19,2,0,0,1,0,65,0,,,,,,,,-1,6108,15:21:54,2015,orion,,,,,,,
546,38.53197,-27.325392,762429,7/10/15 15:28,7/10/15 15:28,7/10/15,sea,resighting,553,Gg,,65,310,260,0,-1,0,,12,,-1,,NT    ,,7/10/15 15:28,4751,0,3,19,1,0,1,3,0,100,0,,,,,,,,0,6109,15:28:45,2015,orion,,,,,,,
547,38.531508,-27.329296,762668,7/10/15 15:32,7/10/15 15:32,7/10/15,sea,resighting,553,Gg,,55,350,270,0,-1,0,,20,,-1,,RE    ,"turn west right after fix, 550 and 551 merged                                                        ",7/10/15 15:32,4752,0,1,20,3,0,0,1,0,0,0,,,,,,,,-1,6110,15:32:48,2015,orion,,,,,,,
548,38.533234,-27.332074,763024,7/10/15 15:38,7/10/15 15:38,7/10/15,sea,resighting,553,Gg,,65,30,300,0,-1,0,,6,,0,,RE    ,,7/10/15 15:38,4753,0,4,20,1,0,1,0,0,40,0,,,,,,,,-1,6111,15:38:50,2015,orion,,,,,,,
549,38.53384,-27.333298,763219,7/10/15 15:42,7/10/15 15:42,7/10/15,sea,resighting,553,Gg,,90,110,30,0,-1,0,,4,,0,,RE    ,,7/10/15 15:42,4754,0,6,20,1,0,2,3,0,40,0,,,,,,,,0,6112,15:42:08,2015,orion,,,,,,,
550,38.54229,-27.337895,764548,7/10/15 16:04,7/10/15 16:04,7/10/15,sea,resighting,553,Gg,,65,10,70,0,-1,0,,11,,-1,,RE    ,afterv short unuc tagging attempt                                                                    ,7/10/15 16:04,4755,0,4,20,1,0,0,3,0,40,0,,,,,,,,0,6113,16:04:37,2015,orion,,,,,,,
551,38.54473,-27.33081,764992,7/10/15 16:12,7/10/15 16:12,7/10/15,sea,resighting,553,Gg,,125,10,90,0,-1,0,,13,,-1,,RE    ,,7/10/15 16:12,4756,0,2,20,3,0,0,0,0,,,,1,,,,,,0,6114,16:12:08,2015,orion,,,,,,,
552,38.545392,-27.328571,765237,7/10/15 16:16,7/10/15 16:16,7/10/15,sea,resighting,553,Gg,,150,125,0,0,-1,0,,20,,-1,,RE    ,,7/10/15 16:16,4757,0,1,20,2,0,0,1,0,0,0,,,,,,,,0,6115,16:16:16,2015,orion,,,,,,,
553,38.546261,-27.325277,765684,7/10/15 16:23,7/10/15 16:23,7/10/15,sea,resighting,553,Gg,,110,200,0,0,-1,0,,20,,0,,RE    ,,7/10/15 16:23,4758,0,1,20,2,0,0,1,30,0,0,,,,,,,,0,6116,16:23:50,2015,orion,,,,,,,
554,38.549767,-27.32571,766220,7/10/15 16:32,7/10/15 16:32,7/10/15,sea,resighting,553,Gg,,140,290,350,0,0,0,,13,,0,,RE    ,,7/10/15 16:32,4759,0,1,13,3,0,0,0,10,150,,1,,,,,,,0,6117,16:32:54,2015,orion,,,,,,,
555,38.549533,-27.325765,766342,7/10/15 16:34,7/10/15 16:34,7/10/15,sea,resighting,553,Gg,,50,240,170,0,-1,0,,13,,-1,,ST    ,,7/10/15 16:34,4760,0,1,13,2,0,,0,0,300,,,,,,,,,0,6118,16:34:58,2015,orion,,,,,,,
556,38.548735,-27.325458,766447,7/10/15 16:36,7/10/15 16:36,7/10/15,sea,resighting,553,Gg,,75,210,140,0,-1,0,,13,,0,,ST    ,,7/10/15 16:36,4761,0,1,13,3,0,0,0,0,400,,,,,,,1,,0,6119,16:36:46,2015,orion,,,,,,,
557,38.546682,-27.323462,766719,7/10/15 16:41,7/10/15 16:41,7/10/15,sea,resighting,553,Gg,,180,170,120,0,-1,0,,13,,-1,,ST    ,"first fix after pb1 nr 121, 5x bullenjacht splash, same dir as aspect                                ",7/10/15 16:41,4762,0,1,13,3,0,,1,0,400,,,,,,,,,0,6120,16:41:23,2015,orion,,,,,,,
558,38.543756,-27.318149,767031,7/10/15 16:46,7/10/15 16:46,7/10/15,sea,resighting,553,Gg,,140,210,150,0,-1,0,,13,,-1,,,3x bullenjacht splash                                                                                ,7/10/15 16:46,4763,0,1,13,3,0,0,0,0,0,,,,,,,,,0,6121,16:46:41,2015,orion,,,,,,,
559,38.536025,-27.316203,767551,7/10/15 16:55,7/10/15 16:55,7/10/15,sea,resighting,553,Gg,,70,220,170,0,-1,0,,13,,-1,,NT    ,,7/10/15 16:55,4764,0,1,13,3,0,0,1,0,0,0,,,,,,,,0,6122,16:55:27,2015,orion,,,,,,,
560,38.532775,-27.316087,767795,7/10/15 16:59,7/10/15 16:59,7/10/15,sea,resighting,553,Gg,,80,285,220,0,-1,0,,13,,0,,,,7/10/15 16:59,4765,0,2,14,2,0,0,0,0,150,0,,,,,,,,0,6123,16:59:35,2015,orion,,,,,,,
561,38.530866,-27.317938,768028,7/10/15 17:03,7/10/15 17:03,7/10/15,sea,resighting,553,Gg,,90,270,190,0,-1,0,,13,,-1,,NT    ,,7/10/15 17:03,4766,0,2,14,3,0,0,0,0,100,,,1,,,,,1,0,6124,17:03:32,2015,orion,,,,,,,
562,38.529302,-27.319494,768225,7/10/15 17:06,7/10/15 17:06,7/10/15,sea,resighting,553,Gg,,55,270,180,0,-1,0,,8,,0,,NT    ,PREVIOUS WAS 12 PLUS 1 13                                                                            ,7/10/15 17:06,4767,0,2,13,2,0,0,0,0,80,0,,,,,,,,0,6125,17:06:52,2015,orion,,,,,,,
563,38.527508,-27.319803,768461,7/10/15 17:10,7/10/15 17:10,7/10/15,sea,resighting,553,Gg,,55,305,180,0,-1,0,,8,,0,,NT    ,,7/10/15 17:10,4768,0,2,13,2,0,0,0,0,50,0,,,,,,,,0,6126,17:10:52,2015,orion,,,,,,,
564,38.52707,-27.319718,768657,7/10/15 17:14,7/10/15 17:14,7/10/15,sea,resighting,553,Gg,,50,330,250,0,-1,0,,8,,0,,RE    ,"7 white 1 donker, 2b mk and 1 adult in closest subgr                                                 ",7/10/15 17:14,4769,-1,2,13,2,0,0,,20,80,,,2,4,,,,,0,6127,17:14:10,2015,orion,,,,,,,
565,38.525804,-27.320127,768916,7/10/15 17:18,7/10/15 17:18,7/10/15,sea,resighting,553,Gg,,65,260,180,0,-1,0,,13,,-1,,NT    ,,7/10/15 17:18,4770,0,1,13,3,0,0,0,0,0,0,,,,,,,,0,6128,17:18:32,2015,orion,,,,,,,
567,38.519054,-27.320577,769525,7/10/15 17:28,7/10/15 17:28,7/10/15,sea,resighting,553,Gg,,150,100,190,0,-1,0,,8,,0,,NT    ,,7/10/15 17:28,4772,0,3,11,2,0,0,2,,40,0,,,,,,,,0,6130,17:28:51,2015,orion,,,,,,,
568,38.517343,-27.319538,769693,7/10/15 17:31,7/10/15 17:31,7/10/15,sea,resighting,553,Gg,,80,95,150,0,0,0,,12,,-1,,NT    ,,7/10/15 17:31,4773,0,2,13,1,0,0,2,0,50,0,,,,,,,,0,6131,17:31:41,2015,orion,,,,,,,
569,38.514299,-27.313355,770079,7/10/15 17:38,7/10/15 17:38,7/10/15,sea,resighting,553,Gg,,50,65,180,0,0,0,,5,,0,,,,7/10/15 17:38,4774,0,4,13,2,0,2,2,0,40,0,,,,,,,,0,6132,17:38:13,2015,orion,,,,,,,
570,38.512513,-27.309612,770353,7/10/15 17:42,7/10/15 17:42,7/10/15,sea,resighting,553,Gg,,70,60,170,0,0,0,,13,,0,,NT    ,,7/10/15 17:42,4775,0,1,13,2,0,0,1,0,0,0,,,,,,,,0,6133,17:42:50,2015,orion,,,,,,,
571,38.511751,-27.308492,770464,7/10/15 17:44,7/10/15 17:44,7/10/15,sea,resighting,553,Gg,,70,70,135,0,0,0,,11,,-1,,ST    ,,7/10/15 17:44,4776,0,3,13,2,0,0,0,0,40,0,,,,,,,,0,6134,17:44:44,2015,orion,,,,,,,
572,38.51178,-27.306791,770612,7/10/15 17:47,7/10/15 17:47,7/10/15,sea,resighting,553,Gg,,75,40,120,0,0,0,,10,,-1,,ST    ,,7/10/15 17:47,4777,0,3,13,2,0,0,2,0,50,0,,,,,,,,0,6135,17:47:15,2015,orion,,,,,,,
573,38.511565,-27.305032,770774,7/10/15 17:49,7/10/15 17:50,7/10/15,sea,resighting,553,Gg,,55,90,110,0,0,0,,6,,-1,,NT    ,,7/10/15 17:50,4778,0,3,13,1,0,0,1,0,80,0,,,,,,,,0,6136,17:50:00,2015,orion,,,,,,,
574,38.510145,-27.298598,771158,7/10/15 17:56,7/10/15 17:56,7/10/15,sea,resighting,553,Gg,,75,100,150,0,0,0,,10,,-1,,NT    ,,7/10/15 17:56,4779,0,3,13,2,0,0,1,0,0,0,,,,,,,,0,6137,17:56:29,2015,orion,,,,,,,
575,38.508971,-27.295958,771357,7/10/15 17:59,7/10/15 17:59,7/10/15,sea,resighting,553,Gg,,60,60,160,0,0,0,,10,,-1,,NT    ,3 animals trailing focal group                                                                       ,7/10/15 17:59,4780,0,4,13,2,0,0,0,0,100,0,,,,,,,,0,6138,17:59:52,2015,orion,,,,,,,
576,38.507265,-27.293166,771569,7/10/15 18:03,7/10/15 18:03,7/10/15,sea,resighting,553,Gg,,80,90,195,0,0,0,,11,,-1,,NT    ,,7/10/15 18:03,4781,0,3,13,2,0,0,0,0,120,0,,,,,,,,0,6139,18:03:29,2015,orion,,,,,,,
577,38.505647,-27.288041,771930,7/10/15 18:09,7/10/15 18:09,7/10/15,sea,resighting,553,Gg,,85,65,150,0,0,0,,13,,-1,,NT    ,,7/10/15 18:09,4782,0,1,13,3,0,0,0,0,0,0,,,,,,,,0,6140,18:09:35,2015,orion,,,,,,,
578,38.505315,-27.284751,772220,7/10/15 18:14,7/10/15 18:14,7/10/15,sea,resighting,553,Gg,,80,50,150,0,0,0,,13,,-1,,RE    ,,7/10/15 18:14,4783,0,1,13,3,0,0,0,0,0,0,,,,,,,,0,6141,18:14:29,2015,orion,,,,,,,
579,38.505368,-27.281869,772496,7/10/15 18:19,7/10/15 18:19,7/10/15,sea,resighting,553,Gg,,80,50,100,0,0,0,,13,,-1,,ST    ,"dieren weinig op, 1 surface rush                                                                     ",7/10/15 18:19,4784,0,1,13,3,0,0,0,0,0,,,,,,,,,0,6142,18:19:10,2015,orion,,,,,,,
580,38.50588,-27.278948,772653,7/10/15 18:21,7/10/15 18:21,7/10/15,sea,resighting,553,Gg,,95,60,80,0,0,0,,13,,-1,,ST    ,turned towards pb boat                                                                               ,7/10/15 18:21,4785,0,1,13,3,0,0,0,0,0,0,,,,,,,,0,6143,18:21:49,2015,orion,,,,,,,
581,38.507331,-27.277978,772849,7/10/15 18:25,7/10/15 18:25,7/10/15,sea,resighting,553,Gg,,125,10,20,0,0,0,,3,,0,,,1 arch out animals stop at pb boat start milling and spread out                                      ,7/10/15 18:25,4786,0,4,13,2,0,0,2,50,50,,,,,,,,1,0,6144,18:25:08,2015,orion,,,,,,,
582,38.5082,-27.279033,772974,7/10/15 18:27,7/10/15 18:27,7/10/15,sea,resighting,553,Gg,,75,355,90,0,0,0,,3,,0,,,,7/10/15 18:27,4787,0,2,5,1,0,1,2,0,80,0,,,,,,,,0,6145,18:27:15,2015,orion,,,,,,,
583,38.509027,-27.278781,773131,7/10/15 18:29,7/10/15 18:29,7/10/15,sea,resighting,553,Gg,,90,40,60,0,0,0,,7,,0,,ST    ,stay in area few animals up                                                                          ,7/10/15 18:29,4788,0,2,9,2,0,2,2,30,100,0,,,,,,,,0,6146,18:29:56,2015,orion,,,,,,,
584,38.51053,-27.27786,773376,7/10/15 18:34,7/10/15 18:34,7/10/15,sea,resighting,553,Gg,,75,30,125,0,0,0,,5,,0,,ST    ,1 fluke ou and splash in second sbgr                                                                 ,7/10/15 18:34,4789,0,2,9,2,0,,0,10,60,,,,,,,,,0,6147,18:34:04,2015,orion,,,,,,,
585,38.5107,-27.275821,773546,7/10/15 18:36,7/10/15 18:36,7/10/15,sea,resighting,553,Gg,,85,60,140,0,0,0,,,,0,,,,7/10/15 18:36,4790,0,,,,0,,,,,,,,,,,,,0,6148,18:36:57,2015,orion,,,,,,,
586,38.510299,-27.274176,773700,7/10/15 18:39,7/10/15 18:39,7/10/15,sea,resighting,553,Gg,,60,60,130,0,0,0,,10,,-1,,NT    ,get back together soime social interractions                                                         ,7/10/15 18:39,4791,0,2,11,2,0,,2,5,100,1,,,,,,,,0,6149,18:39:33,2015,orion,,,,,,,
587,38.513012,-27.269918,774239,7/10/15 18:48,7/10/15 18:48,7/10/15,sea,resighting,553,Gg,,70,0,50,0,0,0,,5,,0,,RE    ,,7/10/15 18:48,4792,0,3,13,1,0,0,1,0,60,0,,,,,,,,0,6150,18:48:40,2015,orion,,,,,,,
588,38.515657,-27.269105,774511,7/10/15 18:53,7/10/15 18:53,7/10/15,sea,resighting,553,Gg,,80,310,10,0,0,-1,,5,,0,,ST    ,1x los kalf; start hearin for sounds on ARRAY                                                        ,7/10/15 18:53,4793,-1,3,10,2,0,0,2,50,,,,,,,,5,2,0,6151,18:53:16,2015,orion,,,,,,,
589,38.517031,-27.271221,775024,7/10/15 19:01,7/10/15 19:01,7/10/15,sea,resighting,553,Gg,,110,155,100,0,0,0,,6,,0,,NT    ,second part of group at 400m                                                                         ,7/10/15 19:01,4794,0,2,8,1,0,,0,0,50,0,,,,,,,,0,6152,19:01:56,2015,orion,,,,,,,
590,38.517925,-27.26904,775402,7/10/15 19:08,7/10/15 19:08,7/10/15,sea,resighting,553,Gg,,50,285,25,0,0,0,,8,,-1,,RE    ,"5-7 white plus 1 mc, loose fins in widerv area                                                       ",7/10/15 19:08,4795,0,2,10,2,0,0,2,0,120,0,,,,,,,,0,6153,19:08:21,2015,orion,,,,,,,
591,38.520688,-27.268302,775712,7/10/15 19:13,7/10/15 19:13,7/10/15,sea,resighting,553,Gg,,65,330,50,0,0,0,,8,,-1,,RE    ,line of sbgr resting                                                                                 ,7/10/15 19:13,4796,0,3,11,2,0,0,0,0,50,0,,,,,,,,0,6154,19:13:36,2015,orion,,,,,,,
592,38.525805,-27.266178,776382,7/10/15 19:24,7/10/15 19:24,7/10/15,sea,resighting,553,Gg,,140,165,95,0,0,0,,8,,-1,,RE    ,grup likely all together al surface very little                                                      ,7/10/15 19:24,4797,0,4,13,2,0,0,0,0,40,0,,,,,,,,0,6155,19:24:55,2015,orion,,,,,,,
593,38.527426,-27.263728,776663,7/10/15 19:29,7/10/15 19:29,7/10/15,sea,resighting,553,Gg,,60,170,120,0,0,0,,12,,0,,ST    ,,7/10/15 19:29,4798,0,2,13,2,0,0,1,0,80,0,,,,,,,,0,6156,19:29:40,2015,orion,,,,,,,
594,38.528128,-27.256411,777507,7/10/15 19:43,7/10/15 19:43,7/10/15,sea,resighting,553,Gg,,80,190,140,0,0,0,,9,,-1,,ST    ,,7/10/15 19:43,4799,0,2,10,2,0,0,0,0,75,0,,,,,,,,0,6157,19:43:57,2015,orion,,,,,,,
595,38.528096,-27.252689,778030,7/10/15 19:52,7/10/15 19:52,7/10/15,sea,resighting,553,Gg,,55,250,130,0,0,0,,12,,0,,NT    ,ts by focal                                                                                          ,7/10/15 19:52,4800,0,2,13,2,0,0,1,10,80,,,,8,,,,,0,6158,19:52:49,2015,orion,,,,,,,
596,38.527678,-27.251622,778192,7/10/15 19:55,7/10/15 19:55,7/10/15,sea,resighting,553,Gg,,60,140,120,0,0,0,,1,,0,,,possible torp by black subad                                                                         ,7/10/15 19:55,4801,0,,,,0,,,,,,,,,,,,,0,6159,19:55:34,2015,orion,,,,,,,
597,38.525969,-27.249932,778467,7/10/15 20:00,7/10/15 20:00,7/10/15,sea,resighting,553,Gg,,80,180,130,0,0,0,,9,,-1,,NT    ,"two ctive surfacings, f which one by focal,                                                          ",7/10/15 20:00,4802,0,3,11,2,0,0,1,0,50,1,,,,,,,,0,6160,20:00:14,2015,orion,,,,,,,
598,38.524613,-27.246884,778754,7/10/15 20:05,7/10/15 20:05,7/10/15,sea,resighting,553,Gg,,55,230,150,0,0,0,,,,0,,,,7/10/15 20:05,4803,0,,,,0,,,,,,,,,,1,,,0,6161,20:05:06,2015,orion,,,,,,,
599,38.524823,-27.246198,778849,7/10/15 20:06,7/10/15 20:06,7/10/15,sea,resighting,553,Gg,,60,330,95,0,0,0,,4,,0,,,dieen io me diepe blows                                                                              ,7/10/15 20:06,4804,0,3,6,1,0,2,1,10,150,,,,3,2,,,,0,6162,20:06:43,2015,orion,,,,,,,
600,38.524039,-27.246123,778948,7/10/15 20:08,7/10/15 20:08,7/10/15,sea,resighting,553,Gg,,80,150,,0,0,0,,,,0,,,,7/10/15 20:08,4805,0,,,,0,,,,,,,,,,1,,,0,6163,20:08:23,2015,orion,,,,,,,
601,38.525093,-27.245505,778967,7/10/15 20:08,7/10/15 20:08,7/10/15,sea,resighting,553,Gg,,90,60,120,0,0,0,,,,0,,,,7/10/15 20:08,4806,0,,,,0,,,,,,,,,,1,,,0,6164,20:08:43,2015,orion,,,,,,,
602,38.525083,-27.24431,779023,7/10/15 20:09,7/10/15 20:09,7/10/15,sea,resighting,553,Gg,,200,80,130,0,0,0,,,,0,,,,7/10/15 20:09,4807,0,,,,0,,,,,,,,,,1,,,0,6165,20:09:39,2015,orion,,,,,,,
603,38.525193,-27.244777,779057,7/10/15 20:10,7/10/15 20:10,7/10/15,sea,resighting,553,Gg,,175,80,130,0,0,0,,,,0,,,"3x surfaceb rsh, followed by torp                                                                    ",7/10/15 20:10,4808,0,,,,0,,,,,,,,,,1,,,0,6166,20:10:14,2015,orion,,,,,,,
604,38.547973,-27.239818,780692,7/10/15 20:38,7/10/15 20:38,7/10/15,sea,resighting,553,Gg,,5,190,140,0,0,0,,2,,0,,,PLUS 1 TORP DIR 180 IETS EERDER                                                                      ,7/10/15 20:38,4809,0,,,,0,,,,,,,,,,1,,,0,6167,20:38:11,2015,orion,,,,,,,
196,38.580819,-27.187001,928911,7/21/15 11:06,7/21/15 11:06,7/21/15,sea,sighting,568,Gg,,250,300,210,0,0,0,2,2,3,0,BY    ,ST    ,ricardo; 2xww present p                                                                              ,7/21/15 11:06,4838,0,,,,,,,0,,,,,,,,,,,,11:06:36,2015,orion,,,,,,,
619,38.578206,-27.224465,930293,7/21/15 12:06,7/21/15 12:06,7/21/15,sea,resighting,568,Gg,,90,270,305,-1,0,-1,2,2,2,0,,ST    ,1 WHITE 1 MARBLE; POSTTAGGING                                                                        ,7/21/15 12:06,4839,0,1,2,2,0,2,0,0,0,0,,,,,,,,0,6182,12:06:23,2015,orion,,,,,,,
620,38.577835,-27.225765,930367,7/21/15 12:09,7/21/15 12:09,7/21/15,sea,resighting,568,Gg,,120,250,300,-1,0,0,,2,,0,,ST    ,,7/21/15 12:09,4840,0,1,1,1,0,2,0,0,0,0,,,,,,,,0,6183,12:09:35,2015,orion,,,,,,,
621,38.578475,-27.230916,930568,7/21/15 12:13,7/21/15 12:13,7/21/15,sea,resighting,568,Gg,,95,240,300,0,0,0,,2,,0,,ST    ,,7/21/15 12:13,4841,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6184,12:13:01,2015,orion,,,,,,,
622,38.578947,-27.232737,930757,7/21/15 12:16,7/21/15 12:16,7/21/15,sea,resighting,568,Gg,,79,255,300,-1,0,0,,,,0,,ST    ,,7/21/15 12:16,4842,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6185,12:16:15,2015,orion,,,,,,,
623,38.579209,-27.234583,930909,7/21/15 12:19,7/21/15 12:19,7/21/15,sea,resighting,568,Gg,,105,255,305,0,0,0,,2,,0,,ST    ,,7/21/15 12:19,4843,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6186,12:19:04,2015,orion,,,,,,,
624,38.579093,-27.234794,930909,7/21/15 12:22,7/21/15 12:22,7/21/15,sea,resighting,568,Gg,,125,250,300,0,0,0,,2,,0,,ST    ,,7/21/15 12:22,4844,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6187,12:22:18,2015,orion,,,,,,,
625,38.57845,-27.23155,930595,7/21/15 12:25,7/21/15 12:25,7/21/15,sea,resighting,568,Gg,,124,240,305,-1,0,0,,2,,0,,ST    ,,7/21/15 12:25,4845,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6188,12:25:36,2015,orion,,,,,,,
626,38.578699,-27.233205,930754,7/21/15 12:28,7/21/15 12:28,7/21/15,sea,resighting,568,Gg,,127,245,310,-1,0,0,,2,,0,,ST    ,,7/21/15 12:28,4846,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6189,12:28:17,2015,orion,,,,,,,
627,38.578933,-27.235219,930940,7/21/15 12:31,7/21/15 12:31,7/21/15,sea,resighting,568,Gg,,135,240,300,-1,0,0,,2,,0,,ST    ,,7/21/15 12:31,4847,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6190,12:31:26,2015,orion,,,,,,,
628,38.57909,-27.236843,931101,7/21/15 12:34,7/21/15 12:34,7/21/15,sea,resighting,568,Gg,,129,240,205,-1,0,0,,2,,0,,ST    ,,7/21/15 12:34,4848,0,1,2,2,0,2,1,0,0,0,,,,,,,,-1,6191,12:34:11,2015,orion,,,,,,,
629,38.579303,-27.238862,931285,7/21/15 12:37,7/21/15 12:37,7/21/15,sea,resighting,568,Gg,,123,235,295,-1,0,0,,2,,0,,ST    ,,7/21/15 12:37,4849,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6192,12:37:19,2015,orion,,,,,,,
630,38.579562,-27.240945,931490,7/21/15 12:40,7/21/15 12:40,7/21/15,sea,resighting,568,Gg,,114,250,300,-1,0,0,,2,,0,,ST    ,,7/21/15 12:40,4850,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6193,12:40:46,2015,orion,,,,,,,
631,38.579609,-27.242678,931624,7/21/15 12:43,7/21/15 12:43,7/21/15,sea,resighting,568,Gg,,120,250,305,-1,0,0,,2,,0,,ST    ,,7/21/15 12:43,4851,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6194,12:43:04,2015,orion,,,,,,,
632,38.579674,-27.244442,931795,7/21/15 12:45,7/21/15 12:45,7/21/15,sea,resighting,568,Gg,,122,250,305,-1,0,0,,2,,0,,ST    ,,7/21/15 12:45,4852,0,1,2,1,0,2,0,0,0,0,,,,,,,,-1,6195,12:45:58,2015,orion,,,,,,,
633,38.579596,-27.246111,931962,7/21/15 12:48,7/21/15 12:48,7/21/15,sea,resighting,568,Gg,,129,235,310,-1,0,0,,2,,0,,ST    ,,7/21/15 12:48,4853,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6196,12:48:47,2015,orion,,,,,,,
634,38.579745,-27.248009,932170,7/21/15 12:52,7/21/15 12:52,7/21/15,sea,resighting,568,Gg,,125,235,295,-1,0,0,,2,,0,,ST    ,,7/21/15 12:52,4854,0,1,2,1,0,2,1,0,0,0,,,,,,,,-1,6197,12:52:18,2015,orion,,,,,,,
